ts,qty,px,notional,cum_qty,cum_cost,strategy
2025-10-17 13:28:00-04:00,5687.0,260.23127141099934,1479935.2405143532,2491440.1999999983,641603554.3913971,POV
2025-10-17 13:29:00-04:00,2959.6000000000004,260.240032738392,770206.4008925451,2494399.7999999984,642373760.7922896,POV
2025-10-17 13:30:00-04:00,4087.7000000000003,259.96173581177555,1062645.587477795,2498487.4999999986,643436406.3797674,POV
2025-10-17 13:31:00-04:00,4253.0,259.9072338077992,1105385.46538457,2502740.4999999986,644541791.845152,POV
2025-10-17 13:32:00-04:00,3786.8,260.0240298601752,984658.9962745114,2506527.2999999984,645526450.8414265,POV
2025-10-17 13:33:00-04:00,5748.900000000001,260.22872307580235,1496028.9060904803,2512276.1999999983,647022479.747517,POV
2025-10-17 13:34:00-04:00,3600.0,260.3308911684971,937191.2082065896,2515876.1999999983,647959670.9557235,POV
2025-10-17 13:35:00-04:00,4055.2000000000003,260.2656902304486,1055429.4270225153,2519931.3999999985,649015100.382746,POV
2025-10-17 13:36:00-04:00,3804.2000000000003,260.3460404937011,990408.4072461377,2523735.5999999987,650005508.7899921,POV
2025-10-17 13:37:00-04:00,4890.3,260.26541383591825,1272775.9532817912,2528625.8999999985,651278284.7432739,POV
2025-10-17 13:38:00-04:00,3637.8,260.06724624004954,946072.6283720522,2532263.6999999983,652224357.3716459,POV
2025-10-17 13:39:00-04:00,4496.400000000001,260.1513844195413,1169744.6849040256,2536760.099999998,653394102.0565499,POV
2025-10-17 13:40:00-04:00,4596.3,260.2013955817543,1195963.6745124173,2541356.399999998,654590065.7310623,POV
2025-10-17 13:41:00-04:00,3087.7000000000003,260.06218680033146,802994.0141833836,2544444.099999998,655393059.7452457,POV
2025-10-17 13:42:00-04:00,2957.5,259.96697499483804,768852.3285472335,2547401.599999998,656161912.0737929,POV
2025-10-17 13:43:00-04:00,5284.3,259.85465810182444,1373149.969807471,2552685.899999998,657535062.0436004,POV
2025-10-17 13:44:00-04:00,4554.1,259.95132026401785,1183844.3076143637,2557239.999999998,658718906.3512148,POV
2025-10-17 13:45:00-04:00,5073.6,259.81922553764633,1318218.8226878026,2562313.599999998,660037125.1739025,POV
2025-10-17 13:46:00-04:00,3407.4,259.84311845047813,885389.4418081592,2565720.999999998,660922514.6157106,POV
2025-10-17 13:47:00-04:00,2992.8,259.72069488525165,777292.0956525812,2568713.799999998,661699806.7113632,POV
2025-10-17 13:48:00-04:00,10239.400000000001,260.10650938503557,2663334.5921971337,2578953.199999998,664363141.3035604,POV
2025-10-17 13:49:00-04:00,3322.1000000000004,260.1958481166735,864396.6270284012,2582275.299999998,665227537.9305887,POV
2025-10-17 13:50:00-04:00,16290.300000000001,260.47603106848953,4243232.688915015,2598565.5999999978,669470770.6195037,POV
2025-10-17 13:51:00-04:00,7727.6,260.4569973499491,2012707.4927214668,2606293.199999998,671483478.1122252,POV
2025-10-17 13:52:00-04:00,3072.2000000000003,260.40984548171394,800031.1272889216,2609365.399999998,672283509.2395141,POV
2025-10-17 13:53:00-04:00,17106.0,260.70233140533117,4459574.081019595,2626471.399999998,676743083.3205338,POV
2025-10-17 13:54:00-04:00,6563.0,260.8238630427561,1711787.0131496084,2633034.399999998,678454870.3336834,POV
2025-10-17 13:55:00-04:00,5555.5,260.7271977833592,1448469.9472854522,2638589.899999998,679903340.2809688,POV
2025-10-17 13:56:00-04:00,6989.200000000001,260.7721166466534,1822588.4776667901,2645579.099999998,681725928.7586355,POV
2025-10-17 13:57:00-04:00,5356.1,260.5584021214218,1395576.8576025474,2650935.1999999983,683121505.6162381,POV
2025-10-17 13:58:00-04:00,4280.0,260.73811587910893,1115959.1359625862,2655215.1999999983,684237464.7522007,POV
2025-10-17 13:59:00-04:00,5408.6,260.84452527511155,1410803.6994029684,2660623.7999999984,685648268.4516037,POV
2025-10-17 14:00:00-04:00,10401.0,261.0138982925318,2714805.556140623,2671024.7999999984,688363074.0077443,POV
2025-10-17 14:01:00-04:00,7081.200000000001,261.15515187205204,1849291.8614363752,2678105.9999999986,690212365.8691807,POV
2025-10-17 14:02:00-04:00,8591.4,261.0888717797587,2243118.9330086187,2686697.3999999985,692455484.8021894,POV
2025-10-17 14:03:00-04:00,5932.900000000001,261.1018560869966,1549091.2019785421,2692630.2999999984,694004576.0041679,POV
2025-10-17 14:04:00-04:00,7458.0,261.0333131622399,1946786.4495639852,2700088.2999999984,695951362.4537319,POV
2025-10-17 14:05:00-04:00,10674.900000000001,261.359625516923,2789987.866430602,2710763.1999999983,698741350.3201625,POV
2025-10-17 14:06:00-04:00,5412.400000000001,261.30896964764327,1414308.6673209046,2716175.599999998,700155658.9874834,POV
2025-10-17 14:07:00-04:00,6305.8,261.24849124963794,1647380.736121967,2722481.399999998,701803039.7236054,POV
2025-10-17 14:08:00-04:00,8284.300000000001,261.3946186113656,2165471.4389621364,2730765.699999998,703968511.1625675,POV
2025-10-17 14:09:00-04:00,6494.900000000001,261.5442174347235,1698703.537816786,2737260.5999999978,705667214.7003843,POV
2025-10-17 14:10:00-04:00,16638.0,261.579282796038,4352156.107160481,2753898.5999999978,710019370.8075447,POV
2025-10-17 14:11:00-04:00,5295.700000000001,261.4958159012738,1384803.3922683757,2759194.299999998,711404174.1998131,POV
2025-10-17 14:12:00-04:00,6978.0,261.4263186030719,1824232.8512122356,2766172.299999998,713228407.0510254,POV
2025-10-17 14:13:00-04:00,7492.3,261.32147911304673,1957898.91795868,2773664.5999999978,715186305.9689841,POV
2025-10-17 14:14:00-04:00,4502.900000000001,261.46921598799133,1177369.7326723263,2778167.4999999977,716363675.7016565,POV
2025-10-17 14:15:00-04:00,7952.700000000001,261.6764487219514,2081034.2937510628,2786120.199999998,718444709.9954076,POV
2025-10-17 14:16:00-04:00,7556.5,261.68130200555083,1977394.758604945,2793676.699999998,720422104.7540126,POV
2025-10-17 14:17:00-04:00,5192.400000000001,261.57667266532513,1358210.7151474343,2798869.0999999978,721780315.46916,POV
2025-10-17 14:18:00-04:00,4261.3,261.52264384080763,1114426.4421988337,2803130.3999999976,722894741.9113588,POV
2025-10-17 14:19:00-04:00,10408.7,261.75360952156933,2724514.795427159,2813539.0999999978,725619256.706786,POV
2025-10-17 14:20:00-04:00,12257.0,261.95707958338073,3210807.924453498,2825796.0999999978,728830064.6312395,POV
2025-10-17 14:21:00-04:00,6722.6,261.9020464244023,1760662.697292687,2832518.699999998,730590727.3285322,POV
2025-10-17 14:22:00-04:00,8711.4,262.0098714627731,2282472.7942608017,2841230.0999999978,732873200.1227931,POV
2025-10-17 14:23:00-04:00,13622.1,262.12405187000536,3570680.0469784,2854852.199999998,736443880.1697714,POV
2025-10-17 14:24:00-04:00,6217.900000000001,262.04381743294033,1629362.2524162799,2861070.0999999978,738073242.4221877,POV
2025-10-17 14:25:00-04:00,6964.700000000001,261.96440080927897,1824503.4623163855,2868034.799999998,739897745.8845041,POV
2025-10-17 14:26:00-04:00,6503.900000000001,262.01004589953584,1704087.1375259913,2874538.699999998,741601833.0220301,POV
2025-10-17 14:27:00-04:00,4420.400000000001,261.94116504392406,1157884.725960162,2878959.0999999978,742759717.7479903,POV
2025-10-17 14:28:00-04:00,5483.700000000001,261.9593364220259,1436506.4131374636,2884442.799999998,744196224.1611277,POV
2025-10-17 14:29:00-04:00,5255.400000000001,262.01967931381694,1377018.2226658338,2889698.199999998,745573242.3837935,POV
2025-10-17 14:30:00-04:00,5478.1,262.0539138785232,1435557.545617938,2895176.299999998,747008799.9294114,POV
2025-10-17 14:31:00-04:00,5423.1,261.9979171195778,1420840.9043311824,2900599.399999998,748429640.8337426,POV
2025-10-17 14:32:00-04:00,5301.200000000001,262.0602939759222,1389234.030425159,2905900.599999998,749818874.8641678,POV
2025-10-17 14:33:00-04:00,5905.8,261.7933687048537,1546099.2768971252,2911806.399999998,751364974.1410649,POV
2025-10-17 14:34:00-04:00,6578.400000000001,261.9006627235222,1722887.3196604187,2918384.799999998,753087861.4607253,POV
2025-10-17 14:35:00-04:00,4833.6,262.01874416114873,1266493.8017773286,2923218.399999998,754354355.2625027,POV
2025-10-17 14:36:00-04:00,6749.5,261.99040293672766,1768304.2246214433,2929967.899999998,756122659.4871241,POV
2025-10-17 14:37:00-04:00,4389.7,261.86970017413495,1149529.4228544002,2934357.599999998,757272188.9099785,POV
